search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
NDIS claim payment software in australia or newzealand,Physiotherapist | VisAbility - Vacancies,https://visability.applyfirst.net/jobs/VIS86-physiotherapist,Connection  empathy and opportunity are key drivers of innovation and meaningful progress. VisAbility employs professionals in diverse roles and we are ...,visability.applyfirst.net,None,"['careers@visability.com.au', 'https://visability.applyfirst.net/jobs/VIS86-physiotherapist']","['+613 6245 9232', 'https://visability.applyfirst.net/jobs/VIS86-physiotherapist']","['great work', 'specialist services', 'people', 'disability', 'automated reference checking software', 'work', 'employment terms', 'diverse roles', 'national police clearance', 'great teams']","['Andrew Bassat', 'founder(s)', 'https://www.crunchbase.com/organization/seek-ltd']","[['ConsultingEmploymentInternetRecruiting'], 'https://www.crunchbase.com/organization/seek-ltd']","['1997', 'https://www.crunchbase.com/organization/seek-ltd']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/seek-ltd']",None,"['Public', 'https://www.crunchbase.com/organization/seek-ltd']",0.0,0.25,0.0,0.0,0.0625
NDIS claim payment software in australia or newzealand,iTnews - For Australian Business,https://www.itnews.com.au/,Breaking technology news  analysis and opinion  tailored for Australian CIOs  IT managers and IT professionals.,itnews,None,"['juha@saarinen.org', 'https://www.crunchbase.com/organization/itnews']","['+61 (02) 9901 6365', 'https://www.itnews.com.au/page/contact']","['cloud services', 'ict security services', 'microsoft services', 'system security plan', 'horizon cloud services', 'australia nbn co', 'azure cloud nbn co', 'network services', 'new systems', 'new cloud journey']","['Carlos Blanco', 'founder(s)', 'https://www.crunchbase.com/organization/itnews']","[['News'], 'https://www.crunchbase.com/organization/itnews']","['2003', 'https://www.crunchbase.com/organization/itnews']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/itnews']",None,"['Private', 'https://www.crunchbase.com/organization/itnews']",0.0,0.25,0.0,0.0,0.0625
Community care software in australia or newzealand,Strata Health Solutions Inc. – Matching the right patients_ to ...,https://www.silvervue.com/,Our Solutions. Integrate · Choose · Sign · Match · Transition · Communicate · Waitlist · Analyze. Our Impact. Avoidable Delays and Length of Stay · Readmissions ...,silvervue,None,None,None,None,"[['Marie Steele_vineyard ', 'Music Specialist_Sharon ...'], 'from linkedin search google']","['Manufacturing, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
NDIS claim payment software in australia or newzealand,Rehab Management: Occupational Rehabilitation - Provider,https://www.rehabmanagement.com.au/,Rehab Management is award-winning  nationally accredited & industry-leading Occupational Rehabilitation & corporate health services provider.,rehabmanagement,"['Se 15.04 L 15 680 George St Sydney, NEW SOUTH WALES, 2000 Australia', 'https://www.dnb.com/business-directory/company-profiles.rehab_management_(aust)_pty_ltd.3f52a1332839affc09efb048994b5d44.html']",None,"['+64 9883 0540', 'https://www.rehabmanagement.com.au/']","['rehab counsellor rehab consultant', 'rehab management people', 'rehab management', 'workplace rehabilitation services', 'king street rehab management', 'service delivery quality', 'rehab consultant', 'high quality services', 'local rehab management', 'service delivery outcomes']","[['Marcella Romero', 'Managing_Director'], 'https://www.latinstoriesaustralia.com/blog/2019/7/26/marcella-romero']","['Healthcare, Education', 'from_classification_model']","[' 8 May 1994', 'https://opencorporates.com/companies/nz/623910']","['$26.23 million USD', 'https://www.dnb.com/business-directory/company-profiles.rehab_management_(aust)_pty_ltd.3f52a1332839affc09efb048994b5d44.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/623910']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.rehab_management_(aust)_pty_ltd.3f52a1332839affc09efb048994b5d44.html']",0.375,0.25,0.375,0.0,0.25
Community care software in australia or newzealand,ReadCube – Software for Researchers_ Libraries_ and ...,https://www.readcube.com/,ReadCube brings publishers researcher-focused  state-of-the-art technology guaranteed to enhance on-platform reader engagement  grow readership  and ...,readcube,None,"['marketing@allenpress.com', 'https://www.readcube.com/allen-press-partners-with-readcube-to-increase-discoverability-of-its-collection-across-web-desktop-and-mobile-platforms/index.html']",None,"['technology company readcube', 'readcube enhanced articles', 'readcube technology', 'publishing technology company readcube', 'readcube users', 'readcube access', 'readcube enhanced', 'readcube sharing services', 'readcube checkout technology', 'readcube enhanced pdfs']","[['Kathy Dillon ', 'Acquisitions Manager_Great Road ...'], 'from linkedin search google']","['Agriculture, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Home care software in australia or newzealand,Cisco - Global Home Page,https://www.cisco.com/,"Cisco is the worldwide leader in IT and networking. We help companies of all sizes transform how people connect  communicate  and collaborate.
",cisco,"['Level  24 , 177 Pacific Highway, North Sydney, NSW 2060', 'https://www.cisco.com/c/en_au/about.html']","['agent@cisco.com', 'https://www.cisco.com/c/en/us/about/legal/terms-conditions.html']","['1800 134349', 'https://www.cisco.com/c/en_au/index.html?country-redirect=true']","['cisco cisco', 'cisco contact center webinars cisco nexus', 'cisco technology', 'cisco modeling', 'cisco solutions', 'cisco unified contact center enterprise specialist cisco', 'privacy cisco', 'cisco training', 'cisco business partners', 'cisco products']","[['James Smart ', 'Director_ Customer Success ..._LinkedIn'], 'None']","['Computer Programming', 'https://app.avention.com/company/06db0947-2d6a-3c53-9b55-f5d3eb3bb19b#report/company_summary']","[' 9 February 2000', 'https://opencorporates.com/companies/au/091404214']","['1.4B', 'https://app.avention.com/company/06db0947-2d6a-3c53-9b55-f5d3eb3bb19b#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/091404214']","['1.2k', 'https://app.avention.com/company/06db0947-2d6a-3c53-9b55-f5d3eb3bb19b#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/06db0947-2d6a-3c53-9b55-f5d3eb3bb19b#report/company_summary']",0.625,0.25,0.0,0.0,0.21875
Home care software in australia or newzealand,2020 Home Dialysis Conference,https://www.homedialysisconference.com.au/,The Home Dialysis Conference brought together health care professionals  carers and patients from Australia  New Zealand and the Pacific who focussed on ...,homedialysisconference,"['18 National Circuit, Barton ACT Australia 2600', 'https://www.homedialysisconference.com.au/home/visiting-canberra']","['mail@conferencedesign.com.au', 'https://www.homedialysisconference.com.au/']","['+61 3 6231 2999', 'https://www.homedialysisconference.com.au/']","['home dialysis patients', 'home haemodialysis patients', 'peritoneal dialysis patients', 'home based haemodialysis patients', 'pd patients', 'established home patients', 'matched satellite dialysis patients', 'home dialysis', 'renal patients', 'patients']",None,"['Healthcare, Education', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
NDIS claim payment software in australia or newzealand,Deloitte US | Audit_ Consulting_ Advisory_ and Tax Services,https://www2.deloitte.com/us/en.html,Deloitte provides industry-leading audit  consulting  tax  and advisory services to many of the world’s most admired brands  including 80 percent of the Fortune 500. As a member firm of Deloitte Touche Tohmatsu Limited  a network of member firms  we are proud to be part of the largest global professional services network  serving our clients in the markets that are most important to them.,www2.deloitte,"['Level  9 , Grosvenor Place  225 George Street  Sydney NSW Australia 2000', 'https://www2.deloitte.com/au/en/profiles/ian-thatcher.html']","['agrimstone@deloitte.co.uk', 'https://www2.deloitte.com/global/en/pages/finance/solutions/restructuring.html?icid=top_restructuring']","['+61 2 9322 7640', 'https://www2.deloitte.com/global/en/services/finance.html?icid=top_finance']","['energy transition deloitte technology', 'deloitte us', 'smart cities deloitte', 'deloitte us leadership', 'deloitte consulting us', 'fintech companies deloitte', 'deloitte clients', 'deloitte', 'deloitte global', 'community solar growth deloitte']","[['Richard Deutsch', 'CEO'], 'https://www2.deloitte.com/au/en/profiles/richard-deutsch.html']","[['ConsultingManagement ConsultingProfessional ServicesRisk Management'], 'https://www.crunchbase.com/organization/deloitte-australia']",None,None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/deloitte-australia']",None,"['Private', 'https://www.crunchbase.com/organization/deloitte-australia']",0.25,0.25,0.0,0.0,0.125
NDIS software in australia or newzealand,Netsoft - Healthcare Software Solutions,https://www.netsoft.net.nz/,"Netsoft is a specialist technology creator  providing digital healthcare 
solutions to the aged-care  home care  and disability industries. We focus 
on building solutions that merge technical excellence - with intuitiveness 
to ensure our applications are both powerful and user friendly._Netsoft is a specialist technology creator  providing digital healthcare solutions to the aged-care  home care  and disability industries. We focus on building solutions that merge technical excellence - with intuitiveness to ensure our applications are both powerful and user friendly.",netsoft.net.nz,"['3 / 74-76 Paul Matthews Road Albany Auckland New Zealand', 'https://www.netsoft.net.nz/contact-us']","['michaelb@netsoft.net.nz', 'https://www.netsoft.net.nz/news?offset=1432001526301']","['+64 9 213 9963', 'https://www.netsoft.net.nz/contact-us']","['netsoft clients', 'new netsoft clients', 'care netsoft', 'client care', 'netsoft disability manager great healthcare software solutions', 'netsoft client support manager', 'new zealand healthcare solutions netsoft disability manager', 'client information', 'support staff netsoft care', 'specific client care']","[['Simon Dominic BLIGH', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.illion_new_zealand_limited.912b94a4543e68473c557f132c85e8b7.html']","[['Health CareSoftware'], 'https://www.crunchbase.com/organization/netsoft-nz']","['Jan 1, 2001', 'https://www.crunchbase.com/organization/netsoft-nz']","['$9.34 million USD', 'https://www.dnb.com/business-directory/company-profiles.illion_new_zealand_limited.912b94a4543e68473c557f132c85e8b7.html']",None,"[' Auckland, Auckland, New Zealand', 'https://www.crunchbase.com/organization/netsoft-nz']",None,"['Private', 'https://www.crunchbase.com/organization/netsoft-nz']",0.625,0.25,0.0,0.0,0.21875
NDIS claim payment software in australia or newzealand,Raising Children Network,https://raisingchildren.net.au/,raisingchildren.net.au provides ad-free parenting videos  articles and apps backed by Australian experts. Read more · Pregnancy · Newborns.,raisingchildren.net.au,"['Level  5 , 232 Victoria Parade East Melbourne, Victoria 3002 Australia', 'https://raisingchildren.net.au/legal/privacy']",None,None,"['autistic children', 'children', 'children professionals', 'child development', 'support children', 'other interventions', 'intervention programs', 'individual children', 'young autistic children', 'typical children']","['Alexander Badran', 'founder(s)', 'https://www.crunchbase.com/organization/spriggy']","[['AppsE-LearningMobile'], 'https://www.crunchbase.com/organization/spriggy']","['2015', 'https://www.crunchbase.com/organization/spriggy']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/spriggy']",None,"['Private', 'https://www.crunchbase.com/organization/spriggy']",0.25,0.0,0.0,0.0,0.0625
NDIA funding software in australia or newzealand,Sign In - ReadkonG.com,https://www.readkong.com/auth,Please fill this form to sign in. Sign In. Forgot password? If you don't have an account  please. Join Us →. © ReadkonG. All rights reserved. Terms of Service ...,readkong,"['10 Kelburn Parade, Wellington 6012 New Zealand', 'https://www.readkong.com/page/a593fd32a3031553298bfd78899d5df2-6358186']","['tudievagledare@geol.lu.se', 'https://www.readkong.com/page/lund-university-faculty-of-science-information-sheet-2020-9807566']","['+64 3 260 4319', 'https://www.readkong.com/page/student-orientation-guide-2018-19-2377078']","['readkong©', 'readkong© site', 'readkong© software', '© users', 'readkong© services', '©', '«readkong© services', 'readkong© apis', 'e-mail', 'other intellectual property']",None,"['Education, Agriculture', 'from_classification_model']","['2011', 'None']",None,None,None,"['90', 'None']",None,0.25,0.25,0.0,0.0,0.125
