title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Safetrac: Online Compliance Training,https://www.safetrac.com.au/,Safetrac is a leader in providing engaging  effective online training programs to businesses across Australia and New Zealand since 1999. Request Safetrac ...,safetrac,"['5218 Sydney NSW 2001', 'https://www.safetrac.com.au/privacy-policy/']","['enquiries@safetrac.com', 'https://www.safetrac.com.au/']","['1800 170 830', 'https://www.safetrac.com.au/']","['online compliance training courses', 'safetrac bespoke compliance courses', 'comprehensive online compliance training courses', 'compliance courses', 'training courses', 'managers course', 'specific courses', 'course type', 'safetrac courses', 'home courses']","[['Deborah Anne Coram', 'Director'], 'https://app.avention.com/company/175d8f7c-c26b-3da3-befb-1ffe15071b2a#report/company_summary']","['Banking', 'https://app.avention.com/company/175d8f7c-c26b-3da3-befb-1ffe15071b2a#report/company_summary']",None,"['10M', 'https://app.avention.com/company/175d8f7c-c26b-3da3-befb-1ffe15071b2a#report/company_summary']",None,None,"['20', 'https://app.avention.com/company/175d8f7c-c26b-3da3-befb-1ffe15071b2a#report/company_summary']","['Private Subsidiary', 'https://app.avention.com/company/175d8f7c-c26b-3da3-befb-1ffe15071b2a#report/company_summary']",0.25,0.25,0.0,0.0,0.125
4SITE Associates: Business Solutions for Schools,http://4site.net.au/,Supporting the business and management processes in schools and education providing staffing  finances  compliance and sustainability solutions.,4site.net.au,"['0424 157 834  damien@4site.net.au 2 Old Trafford Way, Mulgrave VIC 3170', 'http://4Site.net.au/contact-us/']","['jim@4site.net.au', 'http://4Site.net.au/contact-us/']","['+61424 157 834', 'http://4Site.net.au/contact-us/']","['other schools', 'many schools', 'school governance', 'victorian schools', 'school conferences', 'school colleagues', 'prior school experience', 'ceba member schools', 'multiple secondary school boards', 'schools energy advisory other recommendations sponsorships app']",None,"['Education, IT - Software', 'from_classification_model']","['21 April 2020', 'https://opencorporates.com/companies/au/640425387']","['$145,811 USD', 'https://www.dnb.com/business-directory/company-profiles.dg_cairns__jp_flynn.debee5d40274929c5d60306961bfc34c.html']",None,"['Australia', 'https://opencorporates.com/companies/au/640425387']",None,"['Partnership Independent', 'https://www.dnb.com/business-directory/company-profiles.dg_cairns__jp_flynn.debee5d40274929c5d60306961bfc34c.html']",0.625,0.25,0.0,0.0,0.21875
myosh OHS - Safety Management Software - Health & Safety ...,https://myosh.com/,myosh - Safety Management Software - Fast  reliable  global health & safety software. Flexible safety software with over 100 customisable OHS Modules.,myosh,"['31 Rex St St Albans, Victoria, 3021 Australia', 'https://app.avention.com/company/6ef16024-24d7-3e0c-b1cf-486b70b9d95c#report/company_summary']","['info@myosh.com', 'https://www.crunchbase.com/organization/myosh']","['1300 469 674', 'https://myosh.com/modules/injury-management/']","['worker safety', 'increased worker safety', 'safety related information', 'safety information', 'work safety', 'myosh training safety', 'workplace safety', 'safety risks', 'myosh safety management software', 'personal service workers']","[['Tony Woods ', 'Business Development Manager ..._LinkedIn'], 'from linkedin search google']","[['Health CarePublic SafetySoftware'], 'https://www.crunchbase.com/organization/myosh']","['2002', 'https://www.crunchbase.com/organization/myosh']","['815k', 'https://app.avention.com/company/6ef16024-24d7-3e0c-b1cf-486b70b9d95c#report/company_summary']",None,"[' Oak Park, Western Australia, Australia', 'https://www.crunchbase.com/organization/myosh']","['4', 'https://app.avention.com/company/6ef16024-24d7-3e0c-b1cf-486b70b9d95c#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/myosh']",0.0,0.25,0.0,0.0,0.0625
Kontrol4,https://kontrol4.com/,Upvise  Upvise Australia  Mobile Construction Job  Project  Business Management System Software - Kontrol4 eliminates paper record keeping so you can comply to…_Upvise  Upvise Australia  Mobile Construction Job  Project  Business Management System Software - Kontrol4 eliminates paper record keeping so you can comply to strict Quality  HSE  WHS,kontrol4,"['38 Ross Smith Ave E, Frankston, Victoria 3199', 'https://kontrol4.com/contact-upvise']","['contact@kontrol4.com', 'https://kontrol4.com/']","['+61424 951 746', 'https://kontrol4.com/blog/new-breakthrough-in-gaining-triple-iso-certification-on-glass']","['business management systems', 'integrated business management systems', 'unified business management systems', 'asset management system', 'such vertical matters pty ltd', 'kontrol4 management', 'quality management systems', 'workforce management systems', 'kontrol4 products', 'pay vertical matters pty ltd']","[['NEISHA VAN ENK', 'CEO'], 'https://platformers.com.au/meet-the-team/']","['IT - Software, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,1.0,0.25,0.0,0.0,0.3125
SHE Software,https://www.shesoftware.com/,Health and safety software Assure from SHE Software provides a flexible EHS solution for risk assessment  incident reporting  health and safety reporting.,shesoftware,"['TWIGLEY & CO CHARTERED ACCOUNTANTS LIMITED, Level 1, 809 Mt Eden Road, Mount Eden, Auckland1024NZ', 'https://opencorporates.com/companies/nz/6022373']","['marketing@shesoftware.com', 'https://www.shesoftware.com/privacy']","['+64 (0) 9 889 1444', 'https://www.shesoftware.com/']","['safety information', 'employee safety', 'better safety solutions', 'safety training', 'access safety information', 'safety training systems', 'safety culture', 'safety professionals', 'proactive health', 'health and safety management software']","[['Duncan John ELSON', ' director'], 'https://opencorporates.com/companies/nz/6022373']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']","[' 5 July 2016', 'https://opencorporates.com/companies/nz/6022373']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/6022373']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/6022373']",0.0,0.25,0.0,0.0,0.0625
Aussie Kids Software educational software_ STEM games ...,https://aussiekidssoftware.com.au/,Aussie Kids Software specialise in children's educational software for Windows and Mac  educational apps for kids  computer keyboard for kids  computer mouse for kids  STEM educational products  lower case keyboard stickers  PC computer games and Mac computer games.,aussiekidssoftware,"['60 Park Rd, Bowral NSW 2576', ['Aussie Kids Software, address', 'knowledge_panel']]",None,"['+61-413698998', 'https://www.dnb.com/business-directory/company-profiles.fofe_susan_vrettos.43b59909ec51ec0d8022d2b8baa15142.html']","['fun games', 'exciting games', 'lower case computer keyboard stickers', 'games', 'more games', 'lower case keyboard stickers', 'challenging games', 'typing tournament download version lower case keyboard stickers', 'grade lower case keyboard stickers', 'exciting game play']","[['FOFE VRETTOS', 'Owner'], 'https://www.dnb.com/business-directory/company-profiles.fofe_susan_vrettos.43b59909ec51ec0d8022d2b8baa15142.html']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,"['$406,800 USD', 'https://www.dnb.com/business-directory/company-profiles.fofe_susan_vrettos.43b59909ec51ec0d8022d2b8baa15142.html']",None,None,None,"['Sole\xa0Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.fofe_susan_vrettos.43b59909ec51ec0d8022d2b8baa15142.html']",0.0,0.0,0.0,0.0,0.0
School Visitor Management Software. Passtab Sign In App for ...,https://passtab.com/,School visitor management software. School sign in system for visitors  contractors  students  staff and relief staff. The only visitor management software designed specifically for schools. Delivers flexible configuration options to meet your school’s unique requirements.,passtab,"['Suite  8 , 410 Burwood Highway, Wantirna South, Victoria 3152', 'https://passtab.com/privacy.html']","['enquiries@oaic.gov.au', 'https://passtab.com/privacy.html']","['+61 3 9800 1489', 'https://passtab.com/']","['school visitors', 'school visitor management', 'passtab data security features', 'personal data changes', 'staff passtab', 'passtab', 'passtab notification', 'visitor name', 'visitors', 'school relief staff']","[['Mike Dye ', 'Director_MTC Machine Tools Pty Ltd T ...'], 'from linkedin search google']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Safety Consulting Companies_ EHS & Injury Management ...,https://misafesolutions.com.au/,Contact Us · Blog · Health & Safety Consulting Services Australia ... Phone: 07 5641 2101 or 0400 977 769; or. Email: contact@misafesolutions.com.au · Follow ...,misafesolutions,None,"['contact@misafesolutions.com.au', 'https://misafesolutions.com.au/']","['+61 (0) 400 977 769', 'https://misafesolutions.com.au/']","['business risk management', 'risk management software solutions', 'bespoke risk management software', 'enterprise risk management software solutions', 'compliance management software', 'management software', 'full enterprise risk management software', 'software systems', 'customised enterprise risk management software', 'risk compliance software solutions']",None,"['Construction, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
WorkPro - Workforce Compliance,https://www.workpro.com.au/,If you're looking to automate your onboarding process  or for background checks  document management and specialised modules  find out how WorkPro can ...,workpro,"['7/3 Bowen Cres, Melbourne VIC 3004', ['WorkPro, address', 'knowledge_panel']]","['info@workpro.com.au', 'https://www.crunchbase.com/organization/workpro']","['1300 975 776', ['WorkPro, phone', 'knowledge_panel']]","['workpro’s police checks service', 'workpro information', 'mandatory workpro safety training', 'using workpro', 'workpro services', 'australian police checks', 'other workpro services', 'workpro online police check application service', 'workpro modules', 'workpro’s services']","[['Tania Evans', 'founder'], 'https://au.linkedin.com/in/taniaevans']","[['Human Resources'], 'https://www.crunchbase.com/organization/workpro']","['Nov 16, 2006', 'https://www.crunchbase.com/organization/workpro']","['94k', 'https://app.avention.com/company/e079b534-fa58-32fa-8b4c-c404b8af90e5#report/company_summary']",None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/workpro']","['7', 'https://app.avention.com/company/e079b534-fa58-32fa-8b4c-c404b8af90e5#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/workpro']",0.0,0.75,0.75,0.0,0.375
Covetrus Software Services | Solutions for Veterinary Practices,https://softwareservices.covetrus.com/,Explore our veterinary practice management software and learn how we can improve the efficiency and profitability of your business!,softwareservices.covetrus,"['36 Brandl St Eight Mile Plains, QUEENSLAND, 4113 Australia', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_veterinary_solutions_pty_ltd.13d75f0f5161540a08cff0a701a57e96.html']","['privacy@covetrus.com', 'https://softwareservices.covetrus.com/privacy-policy/']","['+6107) 3018 8666', ['Covetrus Software Services Office, phone', 'knowledge_panel']]","['veterinary practices', 'veterinary practice staff', 'veterinary practice partners', 'scil veterinary practices', 'offer veterinary practices', 'practice owners', 'new practice owners', 'practices', 'practice management', 'covetrus products']","[['DAVID CHRISTOPHER DOLLAR', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.henry_schein_veterinary_solutions_pty_ltd.13d75f0f5161540a08cff0a701a57e96.html']","[['ConsultingInformation TechnologySoftware'], 'https://www.crunchbase.com/organization/tactiv']","['2005', 'https://www.crunchbase.com/organization/tactiv']","['$6.82 million USD', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_veterinary_solutions_pty_ltd.13d75f0f5161540a08cff0a701a57e96.html']",None,"[' West End, Queensland, Australia', 'https://www.crunchbase.com/organization/tactiv']",None,"['Private', 'https://www.crunchbase.com/organization/tactiv']",0.0,0.0,0.0,0.0,0.0
Safety Solutions: industry news_ comment_ feature articles ...,https://www.safetysolutions.net.au/,Safety Solutions magazine and website providing The latest industry news  articles  Case studies  products  directory  Events_,safetysolutions.net.au,"['2226 North Ryde BC NSW 1670 Australia', 'https://www.safetysolutions.net.au/privacy']","['privacy@westwick-farrow.com.au', 'https://www.safetysolutions.net.au/privacy']","['1300 728 672', 'https://www.safetysolutions.net.au/content/height/hot-product/msa-v-series-shock-absorbing-lanyard-line-478845424']","['worker safety', 'safety systems', 'workplace safety', 'industry safety standards', 'gas bottle safety cages', 'workplace safety laws', 'asbestos safety', 'critical safety risks', 'confined space safety', 'workplace safety professionals']","[['Bruce Cartwright', 'founder'], 'https://www.safetysolutions.net.au/content/business/news/spill-station-australia-founder-passes-away-292306217']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']","['23 October 2019', 'https://opencorporates.com/companies/au/636988899']","['$22.67 million USD', 'https://www.dnb.com/business-directory/company-profiles.ennis_traffic_safety_solutions_pty_ltd.3db62fe524343882fef586003b622bc8.html']",None,"['Australia', 'https://opencorporates.com/companies/au/636988899']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.ennis_traffic_safety_solutions_pty_ltd.3db62fe524343882fef586003b622bc8.html']",0.25,0.25,0.0,0.0,0.125
EduGrowth | Australian EdTech - Connect. Collaborate ...,https://edugrowth.org.au/,,edugrowth,"['8 :30 am - 10:30 am   2 Riverside Quay #Level 19, Southbank, VIC 3006', 'https://edugrowth.org.au/member/global-victoria/']",None,"['+61 (3) 9651 8026', 'https://edugrowth.org.au/2018/12/11/tradevic-edtech-trade-mission-uae-february-2019/']","['student education', 'australian edtech businesses', 'australian education technology', 'edtech businesses', 'education businesses', 'education companies', 'victorian education technology companies', 'education sector business leaders', 'australian edtech startups', 'higher education learning']","[['David Linke', 'Managing_Director'], 'https://au.linkedin.com/in/davidlinke']","['Arts, entertainment and recreation, IT - Software', 'from_classification_model']","[' 3 June 2016', 'https://opencorporates.com/companies/au/612800594']",None,None,"['Australia', 'https://opencorporates.com/companies/au/612800594']",None,"['Australian Public Company, Limited By Guarantee', 'https://opencorporates.com/companies/au/612800594']",0.25,0.25,0.0,0.0,0.125
Official Rosetta Stone® - Language Learning - Learn a ...,https://www.rosettastone.com/,Rosetta Stone is the best way to learn a foreign language. The award-winning language solution combines proven learning methods with the world's best speech recognition technology.,rosettastone,None,"['help@rosettastone.com', 'https://www.rosettastone.com/faq/']","['+61 7 3188 7529', 'https://www.rosettastone.com/contact']","['rosetta stone language lesson', 'language learning', 'languages', 'language learners', 'new languages', 'language programs', 'many languages', 'world languages', 'other language speakers', 'other language learners']","[['John Hass', 'CEO'], 'https://www.linkedin.com/in/ajohnhass']","['IT - Software, Arts, entertainment and recreation', 'from_classification_model']","[' 9 February 2012', 'https://opencorporates.com/companies/nz/3722099']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/3722099']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/3722099']",0.0,0.25,0.0,0.0,0.0625
