search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
GRC software new zealand,Vault | Workforce Performance & Protection Technology,https://www.vaultintel.com/,Vault technology enables businesses to efficiently manage  locate  connect  communicate and protect their workers while driving workforce performance.,vaultintel,"['Level  1 , 106 Wrights Road Christchurch, 8024 New Zealand', 'https://www.vaultintel.com/legal/privacy-policy']","['info@vaultintel.com', 'https://www.crunchbase.com/organization/vault-intelligence']","['1300 723 240', 'https://www.crunchbase.com/organization/vault-intelligence']","['vault services', 'vault solo', 'vault solo workers', 'vault service', 'vault customers', 'vault partner', 'vault solo user agreement level', 'such vault content', 'vault enterprise', 'vault products']","['David Moylan', 'founder(s)', 'https://www.crunchbase.com/organization/vault-intelligence']","[['CommunitiesEnterprise SoftwareSalesSoftware'], 'https://www.crunchbase.com/organization/vault-intelligence']","['Jan 1, 2006', 'https://www.crunchbase.com/organization/vault-intelligence']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/vault-intelligence']",None,"['Public', 'https://www.crunchbase.com/organization/vault-intelligence']",0.25,0.75,0.75,0.0,0.4375
Environmental risk software in australia or newzealand,Oil and Gas Today is a leading source of news in Australia,https://www.oilandgastoday.com.au/,Oil and Gas Today Australia is a leading source of news  features and expert opinion on the Australian oil and gas industry.,oilandgastoday,None,"['dconvery@gs-press.com.au', 'https://www.oilandgastoday.com.au/zenith-completes-gas-power-station/']","['1300 363 992', 'https://www.oilandgastoday.com.au/privacy-policy/']","['gas production', 'gas companies', 'several gas projects', 'gas prices', 'gas field', 'browse basin gas final gas content figures', 'new unconventional gas projects', 'domestic gas production', 'gas transmission companies', 'gas resources']","[['CEO Genene Kleppe', 'CEO'], 'https://digitaltwinningaustralia.com.au/news-and-insights/']","['Manufacturing, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Incident response software in australia or newzealand,Kaon Security: IT Security Company | Cyber Security Australia,https://www.kaonsecurity.com.au/,Data protection & cyber security is critical to any organisation or company. With the potential to cost your company millions  be protected with Kaon IT Security  ...,kaonsecurity,"['Level 1, 4 Waipuna Road, Mt Wellington, Auckland1060NZ', 'https://opencorporates.com/companies/nz/4767319']","['info@kaonsecurity.com.au', 'https://www.kaonsecurity.com.au/privacy-policy/']","['+61 7 3194 3664', 'https://www.kaonsecurity.com.au/']","['it security incident', 'it security', 'it security policies', 'information security', 'it security audit services', 'security incidents', 'data security risks', 'cloud security risks', 'security attacks', 'data security']","[['STEPHEN ALAN MACMILLAN', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.kaon_security_limited.e960b43f0749538081160defaebc26fe.html']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']","['22 November 2013', 'https://opencorporates.com/companies/nz/4767319']","['$770,936 USD', 'https://www.dnb.com/business-directory/company-profiles.kaon_security_limited.e960b43f0749538081160defaebc26fe.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/4767319']",None,"['Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.kaon_security_limited.e960b43f0749538081160defaebc26fe.html']",0.375,0.25,0.0,0.0,0.15625
Compliance management software australia,Safety Consulting Companies_ EHS & Injury Management ...,https://misafesolutions.com.au/,Contact Us · Blog · Health & Safety Consulting Services Australia ... Phone: 07 5641 2101 or 0400 977 769; or. Email: contact@misafesolutions.com.au · Follow ...,misafesolutions,None,"['contact@misafesolutions.com.au', 'https://misafesolutions.com.au/']","['+61 (0) 400 977 769', 'https://misafesolutions.com.au/']","['business risk management', 'risk management software solutions', 'bespoke risk management software', 'enterprise risk management software solutions', 'compliance management software', 'management software', 'full enterprise risk management software', 'software systems', 'customised enterprise risk management software', 'risk compliance software solutions']",None,"['Construction, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Compliance management programs australia OR new zealand,enableHR: HR Software & HRIS system in Australia & New ...,https://www.enablehr.com.au/,Already using enableHR? Login. Organise your information. Securely store all your employee information. Access it anywhere  on any device. Find what you ...,enablehr,"['L 1 83 Mount Street North Sydney, New South Wales, 2060 Australia', 'https://app.avention.com/company/ccfacd34-7b0c-3efc-9b21-0c26e11fe141#report/company_summary']","['support@enablehr.com', 'https://www.crunchbase.com/organization/enablehr']","['1300 453 514', 'https://www.enablehr.com.au/']","['employees', 'new employees', 'other employees', 'employee management', 'such employees', 'australian employees', 'employee entitlements', 'employee records', 'eligible employees', 'employee safety']","[['Campbell James Fisher', 'Director'], 'https://app.avention.com/company/ccfacd34-7b0c-3efc-9b21-0c26e11fe141#report/company_summary']","[['CRMHuman ResourcesInformation Technology'], 'https://www.crunchbase.com/organization/enablehr']","['2010', 'https://www.crunchbase.com/organization/enablehr']","['1M', 'https://app.avention.com/company/ccfacd34-7b0c-3efc-9b21-0c26e11fe141#report/company_summary']",None,"[' North Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/enablehr']","['20', 'https://app.avention.com/company/ccfacd34-7b0c-3efc-9b21-0c26e11fe141#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/enablehr']",0.0,0.25,0.0,0.0,0.0625
OHS software australia or newzealand,iinsight,https://www.iinsight.biz/,iinsight® is a cloud-based allied health practice management and reporting platform. Visit us and make your case management easy with iinsight® practice ...,iinsight.biz,"['6 – 6 Help StreetChatswood, NSW 2067', 'https://www.iinsight.biz/privacy-policy/']",None,"['+61 (0)2 9372 5199', 'https://www.iinsight.biz/pricing/']","['case management software system', 'practice management software', 'case management software', 'other case management software', 'medical practice management software', 'cloud case management software systems', 'reliable allied health practice management software', 'specialised practice management software', 'physiotherapy practice management software', 'iinsight case management software']","[['Frank Liebeskind ', 'Director_ Independent ..._LinkedIn'], 'from linkedin search google']","['Real estate, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Asset maintenance software in australia or newzealand,Maintenance Manager: Maintenance Simplified,https://www.mmgr.com.au/,Australia. 1300 155 888 · info@mmgr.com.au. New Zealand. Nth Isl: 09 887 3008 · Sth Isl: 03 288 0244 · info@mmgr.co.nz. Facebook. LinkedIn. YouTube.,mmgr,"['8 Piccolo Street Coomera, Queensland, 4209 Australia', 'https://app.avention.com/company/e152bc32-707e-3563-9a14-7491b4600602#report/company_summary']","['support@mmgr.co.nz', 'https://www.mmgr.com.au/contact-us/']","['1300 155 888', ['Maintenance Manager, phone', 'knowledge_panel']]","['property maintenance', 'property safety', 'property inspections', 'property maintenance requests', 'property management software', 'property management agencies', 'real time property maintenance information', 'property', 'more properties', 'rental properties']","[['Richard Lyons', 'Director'], 'https://app.avention.com/company/e152bc32-707e-3563-9a14-7491b4600602#report/company_summary']","['Nonclassifiable Establishments', 'https://app.avention.com/company/e152bc32-707e-3563-9a14-7491b4600602#report/company_summary']","[' 7 August 2018', 'https://opencorporates.com/companies/au/628018020']",None,None,"['Australia', 'https://opencorporates.com/companies/au/628018020']",None,"['Private Independent', 'https://app.avention.com/company/e152bc32-707e-3563-9a14-7491b4600602#report/company_summary']",0.0,0.75,0.0,0.0,0.1875
Regulatory compliance software in australia or newzealand,Ozdocs International: Home,https://www.ozdocs.com.au/,The iconic Ozdocs was born in 1983; the world's first software on desktop for exporters appeared with quiet demeanour and captured the imagination of Australian ...,ozdocs,"['Unit  4 , 7 Packard Avenue, Castle Hill, NSW 2154 Australia', 'https://www.ozdocs.com.au/contact']","['support@ozdocsonline.com.au', 'https://www.crunchbase.com/organization/ozdocs-online']","['+61-298992000', 'https://www.dnb.com/business-directory/company-profiles.ozdocs_international_pty_ltd.f0c178599b6c970d.html']","['ozdocs software', 'managed ozdocs services', 'ozdocs', 'managed ozdocs users', 'customised ozdocs software', 'ozdocs staff', 'ozdocs applications', 'managed ozdocs enterprises', 'managed ozdocs', 'ozdocs group']","[['Indu Pandey - Director', 'Managing_Director'], 'https://au.linkedin.com/in/indu-pandey-50a98589']","[['Internet'], 'https://www.crunchbase.com/organization/ozdocs-online']","[' 9 November 2000', 'https://opencorporates.com/companies/au/095021622']","['824k', 'https://app.avention.com/company/19c2db97-3334-3aa5-bbc0-c6e1c383a04a#report/company_summary']",None,"[' Leichhardt, New South Wales, Australia', 'https://www.crunchbase.com/organization/ozdocs-online']","['16', 'https://app.avention.com/company/19c2db97-3334-3aa5-bbc0-c6e1c383a04a#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/ozdocs-online']",0.8125,0.25,0.5,0.0,0.390625
Workplace risk software in australia or newzealand,PepsiCo Careers,https://www.pepsicojobs.com/,PEPSICOJOBS. GLOBAL CAREERS. North America · Latin America · Europe · Asia Pacific · Middle East · Greater China Region · India · Australia & ...,pepsicojobs,"['799 Pacific Hwy, Chatswood NSW 2067', ['PepsiCo Australia & New Zealand, address', 'knowledge_panel']]","['accommodationrequest@pepsico.com', 'https://www.pepsicojobs.com/applicant-help']","['+6102) 9951 1799', ['PepsiCo Australia & New Zealand, phone', 'knowledge_panel']]","['pepsico', 'pepsico sales', 'у pepsico', 'pepsico breakout', 'pepsico university', 'pepsico careers communications', 'career opportunities', 'у pepsico студенти мають змогу', 'job opportunities', 'opportunities']","[['PepsiCo ', 'ANZ hiring Packer_Entry Level in ...'], 'from linkedin search google']","['Arts, entertainment and recreation, Education', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
hazard management programs australia OR new zealand,Disaster & Emergency Management Conference: Home,https://anzdmc.com.au/,M Psych  Head  Policy and Practice  Phoenix Australia | Centre for Posttraumatic Mental Health  Department of Psychiatry | The University of Melbourne ...,anzdmc,"['2010 . Following the devastating earthquakes in Canterbury', 'https://anzdmc.com.au/lessons-in-social-media-and-communication/']",None,"['+61 426 564 660', 'https://anzdmc.com.au/contact/']","['disaster management disaster management', 'disaster risk management', 'disaster management', 'emergency management australia', 'community disaster resilience', 'disaster risk', 'disaster management technology', 'emergency management', 'disaster response', 'disaster management policy']","[['Angela McCarthy ', 'Joint Association Conference ..._LinkedIn'], 'from linkedin search google']","['Healthcare, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Governance risk software in australia or newzealand,Australian Investment Network - Entrepreneur_ Angel Investor ...,https://www.australianinvestmentnetwork.com/,The Australian Investment Network connects entrepreneurs with Angel Investors. Find a private investor for your business  or view investment opportunities ...,australianinvestmentnetwork,None,"['admin@australianinvestmentnetwork.com', 'https://www.australianinvestmentnetwork.com/company-info']",None,"['y la ausencia de', 'de su patrimonio de forma segura y', 'de apps y', 'de la inversión', 'y pensado para un retorno de la inversión rápido y eficaz', 'small business', 'la fuerza de la web', 'y centros de fresado', 'de tu tiempo y la comodidad', 'many business ventures']","[['Yasser El-Ansary', 'CEO'], 'https://au.linkedin.com/in/yasserelansary']","['Finance and insurance, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
